City,State,Provider_number,Distinct_Referral_Pairs,Referral_Volume,Total_Num_Referral_Triples_sum
MARION,MASSACHUSETTS,3,6,425,6
MARION,NEW YORK,3,4,635,4
MARION,NORTH CAROLINA,29,222,65795,222
MARION,OHIO,132,4004,657207,4004
MARION,SOUTH CAROLINA,12,39,12951,39
MARION,SOUTH DAKOTA,3,5,443,5
MARION,VIRGINIA,47,575,139520,575
MARION CENTER,PENNSYLVANIA,2,2,179,2
MARION HEIGHTS,PENNSYLVANIA,2,2,646,2
MARIPOSA,CALIFORNIA,9,53,18269,53
MARKED TREE,ARKANSAS,3,3,209,3
MARKESAN,WISCONSIN,1,2,392,2
MARKHAM,ILLINOIS,2,2,148,2
MARKLE,INDIANA,2,3,1319,3
MARKS,MISSISSIPPI,2,8,9874,8
MARKSVILLE,LOUISIANA,25,246,90585,246
MARLBORO,MASSACHUSETTS,8,20,1705,20
MARLBORO,NEW JERSEY,14,29,17375,29
MARLBOROUGH,CONNECTICUT,11,24,2001,24
MARLBOROUGH,MASSACHUSETTS,66,696,160473,696
MARLETTE,MICHIGAN,11,70,85628,70
MARLIN,TEXAS,6,32,65049,32
MARLINTON,WEST VIRGINIA,1,1,666,1
MARLOW,OKLAHOMA,1,3,642,3
MARLTON,NEW JERSEY,160,1413,203076,1413
MARMORA,NEW JERSEY,8,17,10085,17
MARQUETTE,MICHIGAN,240,5247,854222,5247
MARRERO,LOUISIANA,168,6763,1135893,6763
MARRIOTTSVILLE,MARYLAND,4,4,171,4
MARS,PENNSYLVANIA,4,5,1195,5
MARS HILL,MAINE,1,1,495,1
MARS HILL,NORTH CAROLINA,8,40,46797,40
MARSEILLES,ILLINOIS,1,2,165,2
MARSHALL,ARKANSAS,4,19,19897,19
MARSHALL,ILLINOIS,5,23,9951,23
MARSHALL,MICHIGAN,59,366,140017,366
MARSHALL,MINNESOTA,49,424,76463,424
MARSHALL,MISSOURI,37,523,252032,523
MARSHALL,NORTH CAROLINA,5,12,6705,12
MARSHALL,TEXAS,40,741,115354,741
MARSHALL,VIRGINIA,3,6,557,6
MARSHALLTOWN,IOWA,64,1024,209646,1024
MARSHFIELD,MASSACHUSETTS,3,5,383,5
MARSHFIELD,MISSOURI,6,7,6346,7
MARSHFIELD,WISCONSIN,356,10218,1309106,10218
MARSHVILLE,NORTH CAROLINA,1,1,143,1
MARSING,IDAHO,2,4,1591,4
MARTHASVILLE,MISSOURI,1,1,63,1
MARTIN,KENTUCKY,8,26,15695,26
MARTIN,SOUTH DAKOTA,2,9,1836,9
MARTIN,TENNESSEE,41,429,160733,429
MARTINEZ,CALIFORNIA,165,221,127059,221
MARTINEZ,GEORGIA,14,23,10240,23
MARTINS FERRY,OHIO,24,133,43256,133
MARTINSBURG,WEST VIRGINIA,126,3379,656081,3379
MARTINSVILLE,ILLINOIS,2,5,14692,5
MARTINSVILLE,INDIANA,23,112,52046,112
MARTINSVILLE,NEW JERSEY,4,10,8659,10
MARTINSVILLE,VIRGINIA,82,2275,495964,2275
MARYLAND HEIGHTS,MISSOURI,6,14,1679,14
MARYSVILLE,CALIFORNIA,57,640,156331,640
MARYSVILLE,KANSAS,13,128,58236,128
MARYSVILLE,MICHIGAN,14,46,4404,46
MARYSVILLE,OHIO,51,293,68920,293
MARYSVILLE,WASHINGTON,30,100,10450,100
MARYVILLE,ILLINOIS,64,1189,275708,1189
MARYVILLE,MISSOURI,32,288,50926,288
MARYVILLE,TENNESSEE,158,4775,1143061,4775
MASCOUTAH,ILLINOIS,5,20,1533,20
MASHPEE,MASSACHUSETTS,29,111,50354,111
MASON,MICHIGAN,13,18,2465,18
MASON,OHIO,27,41,6311,41
MASON,TEXAS,1,3,951,3
MASON,WEST VIRGINIA,3,5,2131,5
MASON CITY,IOWA,208,10412,2212860,10412
MASPETH,NEW YORK,8,14,1592,14
MASSAPEQUA,NEW YORK,70,504,78833,504
MASSENA,NEW YORK,25,307,211253,307
MASSILLON,OHIO,92,1045,205927,1045
MATADOR,TEXAS,1,1,32,1
MATAMORAS,PENNSYLVANIA,2,3,503,3
MATAWAN,NEW JERSEY,13,25,4832,25
MATHEWS,VIRGINIA,4,5,739,5
MATHIAS,WEST VIRGINIA,1,2,710,2
MATTAPAN,MASSACHUSETTS,3,3,473,3
MATTAWA,WASHINGTON,1,1,3159,1
MATTAWAN,MICHIGAN,4,7,4648,7
MATTESON,ILLINOIS,5,6,1730,6
MATTHEWS,MISSOURI,1,1,1775,1
MATTHEWS,NORTH CAROLINA,93,654,88762,654
MATTITUCK,NEW YORK,8,20,4630,20
MATTOON,ILLINOIS,102,2284,689541,2284
MAULDIN,SOUTH CAROLINA,2,2,231,2
MAUMEE,OHIO,116,1152,225372,1152
MAUMELLE,ARKANSAS,5,7,497,7
MAUREPAS,LOUISIANA,2,2,1345,2
MAURICE,LOUISIANA,2,6,2372,6
MAUSTON,WISCONSIN,39,263,91110,263
MAXTON,NORTH CAROLINA,3,9,1297,9
MAYAGUEZ,PUERTO RICO,167,1455,114891,1455
MAYBROOK,NEW YORK,2,2,97,2
MAYER,ARIZONA,2,2,326,2
MAYFIELD,KENTUCKY,37,665,381942,665
MAYFIELD,NEW YORK,3,4,4828,4
MAYFIELD,OHIO,2,2,279,2
MAYFIELD HEIGHTS,OHIO,11,39,17670,39
MAYFIELD HGTS,OHIO,3,6,5790,6
MAYFIELD HTS,OHIO,85,1041,251710,1041
MAYFIELD VILLAGE,OHIO,14,42,7557,42
MAYFLOWER,ARKANSAS,1,2,2714,2
MAYNARDVILLE,TENNESSEE,12,31,8715,31
MAYO,FLORIDA,4,9,5307,9
MAYS LANDING,NEW JERSEY,7,12,1015,12
MAYSVILLE,KENTUCKY,51,700,250786,700
MAYSVILLE,MISSOURI,2,8,8899,8
MAYVILLE,MICHIGAN,1,1,134,1
MAYVILLE,NEW YORK,8,25,2508,25
MAYVILLE,NORTH DAKOTA,6,44,46536,44
MAYVILLE,WISCONSIN,3,3,1319,3
MAYWOOD,ILLINOIS,371,15041,3276054,15041
MAYWOOD,NEW JERSEY,13,25,3639,25
MAZOMANIE,WISCONSIN,1,1,125,1
MAZON,ILLINOIS,1,1,28,1
MC ARTHUR,OHIO,3,4,6990,4
MC BAIN,MICHIGAN,3,7,11965,7
MC CALLA,ALABAMA,2,2,661,2
MC COLL,SOUTH CAROLINA,3,9,7577,9
MC CONNELLSBURG,PENNSYLVANIA,17,123,58324,123
MC COOK,NEBRASKA,11,97,15465,97
MC DONALD,PENNSYLVANIA,1,1,77,1
MC DOWELL,KENTUCKY,4,11,11841,11
MC GEHEE,ARKANSAS,2,8,13675,8
MC GREGOR,IOWA,3,6,557,6
MC KEE,KENTUCKY,4,11,6064,11
MC KEES ROCKS,PENNSYLVANIA,25,260,90412,260
MC KENZIE,TENNESSEE,22,163,43999,163
MC LAUGHLIN,SOUTH DAKOTA,1,1,244,1
MC LEAN,VIRGINIA,17,27,3173,27
MC LEANSBORO,ILLINOIS,5,30,19186,30
MC MINNVILLE,TENNESSEE,21,222,50550,222
MC MURRAY,PENNSYLVANIA,26,128,21229,128
MC RAE,GEORGIA,1,2,832,2
MC SHERRYSTOWN,PENNSYLVANIA,2,2,161,2
MCADENVILLE,NORTH CAROLINA,2,2,315,2
MCADOO,PENNSYLVANIA,1,1,327,1
MCALESTER,OKLAHOMA,68,1328,335711,1328
MCALLEN,TEXAS,314,16412,4482834,16412
MCCALL,IDAHO,17,132,32482,132
MCCAMEY,TEXAS,1,3,5582,3
MCCLEARY,WASHINGTON,1,1,1784,1
MCCLELLANVILLE,SOUTH CAROLINA,3,5,210,5
MCCLOUD,CALIFORNIA,2,2,2844,2
MCCOMB,MISSISSIPPI,84,2269,471534,2269
MCCONNELLSBURG,PENNSYLVANIA,2,2,1063,2
MCCONNELSVILLE,OHIO,2,2,730,2
MCCOOK,NEBRASKA,10,54,17518,54
MCCRORY,ARKANSAS,1,4,9018,4
MCDONOUGH,GEORGIA,29,58,6711,58
MCFARLAND,WISCONSIN,2,2,255,2
MCGREGOR,MINNESOTA,1,1,45,1
MCGREGOR,TEXAS,3,8,900,8
MCHENRY,ILLINOIS,111,1980,422440,1980
MCINTOSH,SOUTH DAKOTA,1,1,276,1
MCKEE,KENTUCKY,1,1,196,1
MCKEES ROCKS,PENNSYLVANIA,3,4,539,4
MCKEESPORT,PENNSYLVANIA,52,993,260281,993
MCKENZIE,TENNESSEE,1,1,246,1
MCKINLEYVILLE,CALIFORNIA,15,52,9627,52
MCKINNEY,TEXAS,154,1778,366200,1778
MCLEAN,VIRGINIA,22,73,5745,73
MCLEANSBORO,ILLINOIS,2,3,366,3
MCLOUD,OKLAHOMA,1,1,819,1
MCMECHEN,WEST VIRGINIA,2,2,1807,2
MCMINNVILLE,OREGON,96,1767,386268,1767
MCMINNVILLE,TENNESSEE,24,122,26062,122
MCMURRAY,PENNSYLVANIA,3,3,209,3
MCPHERSON,KANSAS,32,308,101920,308
MCRAE,GEORGIA,1,1,14,1
MCVILLE,NORTH DAKOTA,3,20,12183,20
MEADE,KANSAS,3,18,47357,18
MEADOW BRIDGE,WEST VIRGINIA,1,1,820,1
MEADOWBROOK,PENNSYLVANIA,75,1664,267495,1664
MEADOWLAKES,TEXAS,2,2,191,2
MEADOWVIEW,VIRGINIA,1,1,169,1
MEADVILLE,MISSISSIPPI,8,62,20129,62
MEADVILLE,PENNSYLVANIA,108,2983,771598,2983
MEBANE,NORTH CAROLINA,12,24,1516,24
MECCA,CALIFORNIA,1,1,294,1
MECHANICSBURG,PENNSYLVANIA,84,249,44316,249
MECHANICSVILLE,MARYLAND,6,12,964,12
MECHANICSVILLE,VIRGINIA,198,5094,974089,5094
MECHANICVILLE,NEW YORK,3,4,794,4
MEDFIELD,MASSACHUSETTS,4,7,449,7
MEDFORD,MASSACHUSETTS,109,1032,381883,1032
MEDFORD,NEW JERSEY,35,130,16012,130
MEDFORD,NEW YORK,13,26,14288,26
MEDFORD,OKLAHOMA,1,3,5983,3
MEDFORD,OREGON,473,18112,2561071,18112
MEDFORD,WISCONSIN,34,150,45675,150
MEDIA,PENNSYLVANIA,153,3662,701550,3662
MEDICAL LAKE,WASHINGTON,21,146,18461,146
MEDICINE BOW,WYOMING,1,1,56,1
MEDICINE LODGE,KANSAS,4,23,7225,23
MEDINA,NEW YORK,13,93,66790,93
MEDINA,OHIO,100,1642,476014,1642
MEDINA,TENNESSEE,2,2,992,2
MEDWAY,MASSACHUSETTS,4,9,3966,9
MEEKER,COLORADO,5,30,26607,30
MELBOURNE,ARKANSAS,6,25,10026,25
MELBOURNE,FLORIDA,604,34358,5781817,34358
MELROSE,MASSACHUSETTS,75,1615,196918,1615
MELROSE,MINNESOTA,9,61,42078,61
MELROSE PARK,ILLINOIS,126,2174,439868,2174
MELROSE PARK,PENNSYLVANIA,1,1,30,1
MELVILLE,NEW YORK,38,46,4896,46
MEMPHIS,MISSOURI,10,51,24950,51
MEMPHIS,TENNESSEE,1425,64792,12481578,64792
MEMPHIS,TEXAS,1,3,598,3
MENA,ARKANSAS,28,336,179955,336
MENASHA,WISCONSIN,25,66,6026,66
MENDENHALL,MISSISSIPPI,6,54,26406,54
MENDHAM,NEW JERSEY,7,47,11158,47
MENDOCINO,CALIFORNIA,3,5,1408,5
MENDON,NEW YORK,2,2,507,2
MENDOTA,CALIFORNIA,3,3,296,3
MENDOTA,ILLINOIS,12,108,55552,108
MENIFEE,CALIFORNIA,4,5,374,5
MENLO PARK,CALIFORNIA,49,411,42647,411
MENOMINEE,MICHIGAN,3,6,5832,6
MENOMONEE FALLS,WISCONSIN,132,2289,314696,2289
MENOMONIE,WISCONSIN,66,364,88669,364
MENTOR,OHIO,84,904,189052,904
MEQUON,WISCONSIN,108,1189,203102,1189
MER ROUGE,LOUISIANA,2,3,1044,3
MERCED,CALIFORNIA,179,7038,1281204,7038
MERCER,PENNSYLVANIA,9,23,12299,23
MERCER,WISCONSIN,2,3,800,3
MERCER ISLAND,WASHINGTON,15,33,15637,33
MERCERSBURG,PENNSYLVANIA,8,13,1268,13
MERCERVILLE,NEW JERSEY,26,189,49616,189
MERCHANTVILLE,NEW JERSEY,5,14,10353,14
MEREDITH,NEW HAMPSHIRE,6,31,4910,31
MERIDEN,CONNECTICUT,129,2183,336538,2183
MERIDIAN,IDAHO,128,874,113135,874
MERIDIAN,MISSISSIPPI,272,13332,2490296,13332
MERKEL,TEXAS,2,4,486,4
MERRIAM,KANSAS,38,203,31268,203
MERRICK,NEW YORK,15,43,9392,43
MERRILL,OREGON,1,1,20,1
MERRILL,WISCONSIN,30,261,42328,261
MERRILLVILLE,INDIANA,175,4239,733764,4239
MERRIMAC,MASSACHUSETTS,1,1,49,1
MERRIMACK,NEW HAMPSHIRE,22,64,8571,64
MERRIONETTE PARK,ILLINOIS,7,16,21551,16
MERRITT ISLAND,FLORIDA,82,1203,196490,1203
MERRYVILLE,LOUISIANA,1,1,391,1
MERTZTOWN,PENNSYLVANIA,1,1,38,1
MESA,ARIZONA,674,26743,3233321,26743
MESCALERO,NEW MEXICO,3,9,3294,9
MESQUITE,NEVADA,23,79,20870,79
MESQUITE,TENNESSEE,1,1,12,1
MESQUITE,TEXAS,116,2776,562409,2776
METAIRIE,LOUISIANA,514,13503,2541195,13503
METAMORA,ILLINOIS,3,8,4056,8
METHUEN,MASSACHUSETTS,72,1013,187463,1013
METLAKATLA,ALASKA,2,2,74,2
METROPOLIS,ILLINOIS,12,94,59833,94
METTER,GEORGIA,5,26,12895,26
METUCHEN,NEW JERSEY,33,124,24271,124
MEXIA,TEXAS,11,61,33417,61
MEXICO,MISSOURI,46,587,388508,587
MEXICO,NEW YORK,1,1,77,1
MEYERSDALE,PENNSYLVANIA,7,40,26472,40
MIAMI,FLORIDA,2573,97238,13155321,97238
MIAMI,NEW YORK,1,3,323,3
MIAMI,OKLAHOMA,44,700,144868,700
MIAMI BEACH,FLORIDA,258,7297,1077655,7297
MIAMI LAKES,FLORIDA,20,63,97706,63
MIAMI SHORES,FLORIDA,12,66,18739,66
MIAMI SPRINGS,FLORIDA,2,2,147,2
MIAMISBURG,OHIO,54,473,83966,473
MICHIGAN CENTER,MICHIGAN,1,1,40,1
MICHIGAN CITY,INDIANA,87,1650,562699,1650
MICKLETON,NEW JERSEY,3,6,4967,6
MIDDLE ISLAND,NEW YORK,1,1,94,1
MIDDLE VILLAGE,NEW YORK,14,27,2878,27
MIDDLEBORO,MASSACHUSETTS,14,45,4176,45
MIDDLEBOURNE,WEST VIRGINIA,2,4,2666,4
MIDDLEBROOK,VIRGINIA,2,2,744,2
MIDDLEBURG,FLORIDA,13,95,40327,95
MIDDLEBURG,PENNSYLVANIA,3,4,264,4
MIDDLEBURG,VIRGINIA,6,18,2008,18
MIDDLEBURG HEIGHTS,OHIO,74,1466,163196,1466
MIDDLEBURG HTS,OHIO,12,46,12265,46
MIDDLEBURGH,NEW YORK,3,6,1483,6
MIDDLEBURY,CONNECTICUT,42,325,46742,325
MIDDLEBURY,INDIANA,3,6,655,6
MIDDLEBURY,VERMONT,66,880,240288,880
MIDDLEFIELD,OHIO,7,30,13912,30
MIDDLEPORT,NEW YORK,4,9,4089,9
MIDDLEPORT,OHIO,1,1,869,1
MIDDLESBORO,KENTUCKY,27,350,214978,350
MIDDLETON,IDAHO,2,4,2927,4
MIDDLETON,MASSACHUSETTS,6,15,4489,15
MIDDLETON,TENNESSEE,1,1,3412,1
MIDDLETON,WISCONSIN,31,64,7936,64
MIDDLETOWN,CALIFORNIA,2,3,4287,3
MIDDLETOWN,CONNECTICUT,273,9502,1450445,9502
MIDDLETOWN,DELAWARE,20,75,13100,75
MIDDLETOWN,MARYLAND,5,19,2292,19
MIDDLETOWN,NEW JERSEY,19,99,17320,99
MIDDLETOWN,NEW YORK,351,17522,2450589,17522
MIDDLETOWN,OHIO,95,2361,292545,2361
MIDDLETOWN,PENNSYLVANIA,19,56,13505,56
MIDDLETOWN,RHODE ISLAND,34,329,34601,329
MIDDLEVILLE,MICHIGAN,5,10,3135,10
MIDLAND,MICHIGAN,257,6905,1254465,6905
MIDLAND,NORTH CAROLINA,5,8,1813,8
MIDLAND,TEXAS,210,6575,1103741,6575
MIDLAND PARK,NEW JERSEY,34,272,90902,272
MIDLOTHIAN,TEXAS,11,25,1800,25
MIDLOTHIAN,VIRGINIA,168,1572,201527,1572
MIDVALE,UTAH,9,17,4066,17
MIDWAY,KENTUCKY,2,2,378,2
MIDWEST CITY,OKLAHOMA,114,2848,692573,2848
MIFFLIN,PENNSYLVANIA,2,3,1529,3
MIFFLINBURG,PENNSYLVANIA,5,15,3333,15
MIFFLINTOWN,PENNSYLVANIA,11,59,12106,59
MILACA,MINNESOTA,5,19,2288,19
MILAN,ILLINOIS,2,2,888,2
MILAN,MICHIGAN,14,78,18926,78
MILAN,MISSOURI,6,42,42357,42
MILAN,OHIO,3,4,1055,4
MILAN,TENNESSEE,23,152,45035,152
MILBANK,SOUTH DAKOTA,10,83,34649,83
MILBRIDGE,MAINE,4,14,12013,14
MILBURN,OKLAHOMA,1,1,26,1
MILES CITY,MONTANA,33,430,125429,430
MILFORD,CONNECTICUT,103,1540,290272,1540
MILFORD,DELAWARE,81,1401,351045,1401
MILFORD,ILLINOIS,1,2,6057,2
MILFORD,INDIANA,2,2,648,2
MILFORD,IOWA,2,3,501,3
MILFORD,MASSACHUSETTS,123,2466,602331,2466
MILFORD,MICHIGAN,13,77,25550,77
MILFORD,NEBRASKA,1,1,63,1
MILFORD,NEW HAMPSHIRE,16,53,6060,53
MILFORD,NEW JERSEY,10,83,7370,83
MILFORD,OHIO,9,11,538,11
MILFORD,PENNSYLVANIA,19,105,31436,105
MILILANI,HAWAII,15,37,2525,37
MILL CREEK,WASHINGTON,13,22,2393,22
MILL CREEK,WEST VIRGINIA,4,4,514,4
MILL VALLEY,CALIFORNIA,17,43,2861,43
MILLBROOK,ALABAMA,1,1,24,1
MILLBROOK,NEW YORK,3,3,225,3
MILLBURN,NEW JERSEY,64,220,38882,220
MILLCREEK,UTAH,2,2,690,2
MILLEDGEVILLE,GEORGIA,78,1253,298470,1253
MILLEN,GEORGIA,1,9,11026,9
MILLER,SOUTH DAKOTA,8,74,50838,74
MILLER PLACE,NEW YORK,2,2,104,2
MILLERSBURG,OHIO,23,190,100779,190
MILLERSBURG,PENNSYLVANIA,8,13,2694,13
MILLERSPORT,OHIO,2,2,83,2
MILLERSVILLE,MARYLAND,11,28,11051,28
MILLERSVILLE,PENNSYLVANIA,8,57,6566,57
MILLINGTON,MICHIGAN,2,2,61,2
MILLINGTON,TENNESSEE,10,14,1919,14
MILLINOCKET,MAINE,15,203,126849,203
MILLIS,MASSACHUSETTS,2,2,398,2
MILLPORT,ALABAMA,1,1,771,1
MILLS RIVER,NORTH CAROLINA,3,3,470,3
MILLSBORO,DELAWARE,16,96,31094,96
MILLSTADT,ILLINOIS,2,2,898,2
MILLTOWN,NEW JERSEY,3,4,130,4
MILLVILLE,DELAWARE,6,15,5849,15
MILLVILLE,NEW JERSEY,11,49,9377,49
MILO,MAINE,1,2,941,2
MILPITAS,CALIFORNIA,6,8,1490,8
MILTON,DELAWARE,9,27,3287,27
MILTON,FLORIDA,33,307,121440,307
MILTON,KENTUCKY,2,2,704,2
MILTON,MASSACHUSETTS,57,1116,456870,1116
MILTON,PENNSYLVANIA,14,71,11936,71
MILTON,VERMONT,18,66,16626,66
MILTON,WASHINGTON,3,5,275,5
MILTON,WEST VIRGINIA,2,2,4166,2
MILTON,WISCONSIN,2,4,714,4
MILTON FREEWATER,OREGON,4,18,3303,18
MILWAUKEE,WISCONSIN,2147,64340,8690045,64340
MILWAUKIE,OREGON,43,256,35798,256
MINDEN,LOUISIANA,29,453,203795,453
MINDEN,NEBRASKA,10,65,27198,65
MINDEN,NEVADA,15,40,5925,40
MINE HILL,NEW JERSEY,7,18,1897,18
MINEOLA,NEW YORK,308,13224,1759422,13224
MINEOLA,TEXAS,10,48,30720,48
MINERAL POINT,WISCONSIN,7,26,6523,26
MINERAL RIDGE,OHIO,2,2,149,2
MINERAL WELLS,TEXAS,24,301,133473,301
MINERAL WELLS,WEST VIRGINIA,2,2,243,2
MINERSVILLE,PENNSYLVANIA,4,8,545,8
MINERVA,OHIO,5,16,2457,16
MINEVILLE,NEW YORK,1,1,531,1
MINNEAPOLIS,KANSAS,3,12,19941,12
MINNEAPOLIS,MINNESOTA,1839,26053,3848366,26053
MINNEOLA,KANSAS,2,6,8723,6
MINNETONKA,MINNESOTA,34,54,3307,54
MINNETRISTA,MINNESOTA,4,5,297,5
MINOCQUA,WISCONSIN,69,1320,133634,1320
MINONG,WISCONSIN,3,4,288,4
MINONK,ILLINOIS,2,4,1051,4
MINOT,NORTH DAKOTA,210,4069,945316,4069
MINOTOLA,NEW JERSEY,1,1,22,1
MINSTER,OHIO,6,11,3610,11
MINT HILL,NORTH CAROLINA,7,21,1631,21
MIRAMAR,FLORIDA,84,249,46327,249
MIRAMAR BEACH,FLORIDA,20,159,79418,159
MISHAWAKA,INDIANA,172,4123,575872,4123
MISSION,KANSAS,8,19,4441,19
MISSION,SOUTH DAKOTA,1,1,679,1
MISSION,TEXAS,74,1277,411490,1277
MISSION HILLS,CALIFORNIA,107,1308,396616,1308
MISSION VIEJO,CALIFORNIA,266,7569,1161264,7569
MISSOULA,MONTANA,405,12024,1522234,12024
MISSOURI CITY,TEXAS,4,5,351,5
MISSOURI VALLEY,IOWA,5,30,37858,30
MITCHELL,INDIANA,2,6,1565,6
MITCHELL,SOUTH DAKOTA,76,1886,471302,1886
MITCHELLVILLE,MARYLAND,3,3,789,3
MOAB,UTAH,18,76,26122,76
MOBERLY,MISSOURI,29,381,91498,381
MOBILE,ALABAMA,911,58886,9035414,58886
MOBRIDGE,SOUTH DAKOTA,10,107,38897,107
MOCA,PUERTO RICO,10,17,1021,17
MOCKSVILLE,NORTH CAROLINA,11,58,13210,58
MODENA,NEW YORK,3,4,475,4
MODESTO,CALIFORNIA,548,20206,3404589,20206
MOGADORE,OHIO,3,6,968,6
MOHAVE VALLEY,ARIZONA,1,1,275,1
MOHAWK,NEW YORK,2,3,107,3
MOJAVE,CALIFORNIA,1,1,58,1
MOKENA,ILLINOIS,14,35,9895,35
MOLALLA,OREGON,3,7,493,7
MOLINE,ILLINOIS,230,8341,1502295,8341
MONACA,PENNSYLVANIA,7,15,2441,15
MONAHANS,TEXAS,5,17,3146,17
MONCKS CORNER,SOUTH CAROLINA,20,108,13605,108
MONCURE,NORTH CAROLINA,3,7,4738,7
MONDOVI,WISCONSIN,6,22,7179,22
MONEE,ILLINOIS,1,2,232,2
MONESSEN,PENNSYLVANIA,3,5,1341,5
MONETA,VIRGINIA,11,51,14339,51
MONETT,MISSOURI,17,112,27455,112
MONKTON,MARYLAND,2,2,100,2
MONMOUTH,ILLINOIS,17,127,76360,127
MONMOUTH,OREGON,1,1,992,1
MONONA,IOWA,1,1,60,1
MONONA,WISCONSIN,12,25,5095,25
MONONGAHELA,PENNSYLVANIA,48,691,163728,691
MONROE,CONNECTICUT,2,2,302,2
MONROE,GEORGIA,33,455,58137,455
MONROE,INDIANA,2,2,232,2
MONROE,LOUISIANA,299,11648,2596111,11648
MONROE,MICHIGAN,133,3548,947957,3548
MONROE,NEW JERSEY,13,31,8245,31
MONROE,NEW YORK,19,63,4911,63
MONROE,NORTH CAROLINA,123,2292,425451,2292
MONROE,OHIO,4,13,3049,13
MONROE,WASHINGTON,24,88,10234,88
MONROE,WISCONSIN,70,1340,601961,1340
MONROE CITY,INDIANA,3,4,2810,4
MONROE CITY,MISSOURI,2,4,736,4
MONROE TOWNSHIP,NEW JERSEY,19,89,12267,89
MONROE TOWNSHIP,PENNSYLVANIA,1,1,2667,1
MONROE TWP,NEW JERSEY,18,72,58398,72
MONROEVILLE,ALABAMA,15,189,89979,189
MONROEVILLE,INDIANA,1,1,18,1
MONROEVILLE,PENNSYLVANIA,162,2463,354571,2463
MONROVIA,CALIFORNIA,3,6,819,6
MONSEY,NEW YORK,16,38,18705,38
MONSON,MASSACHUSETTS,2,2,604,2
MONTAGUE,MICHIGAN,2,2,550,2
MONTAGUE,NEW JERSEY,2,2,5242,2
MONTCLAIR,CALIFORNIA,22,161,31374,161
MONTCLAIR,NEW JERSEY,112,1270,291340,1270
MONTE VISTA,COLORADO,3,3,951,3
MONTEAGLE,TENNESSEE,2,6,718,6
MONTEBELLO,CALIFORNIA,103,1291,271357,1291
MONTEBELLO,NEW YORK,2,2,2978,2
MONTECITO,CALIFORNIA,1,1,305,1
MONTELLO,WISCONSIN,1,3,199,3
MONTEREY,CALIFORNIA,282,8701,1582180,8701
MONTEREY,TENNESSEE,1,1,301,1
MONTEREY,VIRGINIA,5,11,5346,11
MONTEREY PARK,CALIFORNIA,116,2178,427679,2178
MONTESANO,WASHINGTON,8,23,9314,23
MONTEVIDEO,MINNESOTA,24,155,71563,155
MONTEZUMA,GEORGIA,2,5,793,5
MONTEZUMA,IOWA,2,4,541,4
MONTEZUMA CREEK,UTAH,6,15,7106,15
MONTGOMERY,ALABAMA,591,31891,4717467,31891
MONTGOMERY,ILLINOIS,2,3,659,3
MONTGOMERY,INDIANA,2,4,4541,4
MONTGOMERY,MINNESOTA,2,2,343,2
MONTGOMERY,NEW YORK,3,4,3623,4
MONTGOMERY,OHIO,2,2,63,2
MONTGOMERY,TEXAS,11,29,3800,29
MONTGOMERY,WEST VIRGINIA,14,149,86296,149
MONTGOMERY CITY,MISSOURI,6,24,7697,24
MONTGOMERY VILLAGE,MARYLAND,7,11,1249,11
MONTICELLO,ARKANSAS,16,187,98817,187
MONTICELLO,FLORIDA,4,12,9819,12
MONTICELLO,GEORGIA,1,4,1502,4
MONTICELLO,ILLINOIS,13,68,33679,68
MONTICELLO,INDIANA,17,151,90715,151
MONTICELLO,IOWA,5,34,22681,34
MONTICELLO,KENTUCKY,24,281,131838,281
MONTICELLO,MINNESOTA,29,88,21014,88
MONTICELLO,MISSISSIPPI,8,36,22079,36
MONTICELLO,NEW YORK,30,284,52552,284
MONTICELLO,UTAH,4,10,5640,10
MONTOUR FALLS,NEW YORK,16,83,32978,83
MONTOURSVILLE,PENNSYLVANIA,20,76,14535,76
MONTPELIER,IDAHO,8,49,24831,49
MONTPELIER,INDIANA,2,2,379,2
MONTPELIER,OHIO,9,76,29877,76
MONTPELIER,VERMONT,10,44,13753,44
MONTPELIER,VIRGINIA,2,3,464,3
MONTROSE,CALIFORNIA,5,8,2390,8
MONTROSE,COLORADO,106,2067,359412,2067
MONTROSE,NEW YORK,4,19,7530,19
MONTROSE,PENNSYLVANIA,11,62,57877,62
MONTROSS,VIRGINIA,2,5,2034,5
MONTVALE,NEW JERSEY,5,8,7229,8
MONTVILLE,NEW JERSEY,6,12,3535,12
MONUMENT,COLORADO,10,18,1462,18
MOODY,MAINE,3,6,3924,6
MOON TOWNSHIP,PENNSYLVANIA,16,53,5602,53
MOON TWP,PENNSYLVANIA,3,3,125,3
MOORE,OKLAHOMA,8,8,416,8
MOOREFIELD,WEST VIRGINIA,10,14,4489,14
MOORESBORO,NORTH CAROLINA,1,1,250,1
MOORESTOWN,NEW JERSEY,80,1336,223885,1336
MOORESVILLE,INDIANA,49,273,76279,273
MOORESVILLE,NORTH CAROLINA,155,2391,344958,2391
MOORHEAD,MINNESOTA,11,33,5795,33
MOORPARK,CALIFORNIA,7,12,1548,12
MOOSE LAKE,MINNESOTA,21,211,72252,211
MOOSIC,PENNSYLVANIA,18,57,17967,57
MOOSUP,CONNECTICUT,1,1,203,1
MORA,MINNESOTA,21,211,58075,211
MORA,NEW MEXICO,1,2,2080,2
MORAGA,CALIFORNIA,1,3,151,3
MORAINE,OHIO,17,36,10096,36
MORAVIA,NEW YORK,2,3,980,3
